institution_code,institution_name,short_name,institution_type,institution_group,address,postal_code,province_code,province_name,regency_code,regency_name,district_name,latitude,longitude,institution_status,accreditation,website,program_count,tuition_range,founding_date
212079,Institut Agama Islam Sumbar,IAI SUMBAR,Institut,PTA,Jl. Kolonel Anas Malik By Pass Pariaman Provinsi Sumatera Barat,25523,13,Sumatera Barat,1377,Kota Pariaman,,-0.9612542,102.4812279,Aktif,Baik,iaisumbar.ac.id,6,,2019-05-22
131012,Universitas Islam Kebangsaan Indonesia,UNIKI,Universitas,PTS,"Jl. Banda Aceh, Blang Bladeh",,11,Aceh,1111,Kab. Bireuen,,5.2071058,96.6637276,Aktif,Baik,http://uniki.ac.id/,16,2.400.000 - 4.000.000,2019-04-30
091061,Universitas Muhammadiyah Bulukumba,UM BULUKUMBA,Universitas,PTS,Jalan Ir. Soekarno No. 9,,73,Sulawesi Selatan,7302,Kab. Bulukumba,Kec. Ujung Bulu,-5.5779904,120.1252984,Aktif,Baik Sekali,umbulukumba.ac.id,12,2.400.000 - 38.405.000,2019-05-21
071022,Universitas Mayjen Sungkono,UNIMAS,Universitas,PTS,Jalan Irian Jaya No 4,61321,35,Jawa Timur,3576,Kota Mojokerto,Kec. Prajurit Kulon,-7.484916,112.436322,Aktif,Baik Sekali,unimas.ac.id,7,3.300.000 - 3.300.000,1981-08-20
073088,STIA Dan Manajemen Kepelabuhan Barunawati,STIAMAK SURABAYA,,PTS,Jl Perak Barat No 173,60165,35,Jawa Timur,3578,Kota Surabaya,Kec. Pabean Cantian,-7.220835,112.732045,Aktif,Baik Sekali,www.stiamak.ac.id,1,5.100.000 - 5.100.000,1990-04-07
093196,Sekolah Tinggi Ilmu Kesehatan Salewangang Maros,Stiksal,Sekolah Tinggi,PTS,Jalan Poros Makassar-Maros Telp.0411 3882110,90552,73,Sulawesi Selatan,7309,Kab. Maros,,,,Aktif,Baik Sekali,http://stikessalewangang.ac.id,3,3.500.000 - 4.000.000,2014-10-17
134035,Akademi Keperawatan Ibnu Sina Kota Sabang,AKIS,Akademi,PTS,Sabang,23522,11,Aceh,1172,Kota Sabang,,5.8688292,95.3422274,Aktif,Baik,https://akperibnusinasabang.ac.id,1,2.600.000 - 4.400.000,2008-09-09
094120,Akademi Keperawatan Toraya,AKPER TORAYA,Akademi,PTS,Jl. Tritura No. 48 Makale Tana Toraja,91711,73,Sulawesi Selatan,7318,Kab. Tana Toraja,,-3.0899625,119.8558137,Alih Bentuk,,akpertoraya.blogspot.com,1,,2008-05-22
041142,Universitas Bhakti Husada Indonesia,univ-bhi,Universitas,PTS,,,32,Jawa Barat,3208,Kab. Kuningan,,-7.00305,108.446394,Aktif,B,univ-bhi.ac.id,9,3.350.000 - 19.000.000,2024-08-12
033047,Sekolah Tinggi Manajemen Industri Indonesia,,Sekolah Tinggi,PTS,Jl Tanjung Duren Barat III1,11510,31,D.K.I. Jakarta,3172,Kota Jakarta Utara,,,,Tutup,,,3,,1984-07-26
213705,Sekolah Tinggi Agama Islam Ahmad Sibawayhie,STAIAS,Sekolah Tinggi,PTA,"Jl. Pabrik Gula Demaas, RT 02 RW. 01 Desa Demung, Kecamatan Besuki Kabupaten Situbondo Provinsi Jawa Timur",68356,35,Jawa Timur,3512,Kab. Situbondo,Kec. Besuki,-7.7354018,113.7111568,Aktif,Baik,staiahmadsibawayhie.ac.id,2,,2019-12-26
103005,Sekolah Tinggi Ilmu Hukum Painan,,Sekolah Tinggi,PTS,Jalan Supersemar Painan,25611,13,Sumatera Barat,,Tidak Diisi,,,,Alih Kelola,,,1,,1984-08-04
405016,Poltekkes Kemenkes Surabaya,Poltekkes Surabaya,,PTKL,Jln. Pucang Jajar Tengah no 56 Surabaya.,60282,35,Jawa Timur,3578,Kota Surabaya,,,,Aktif,Baik Sekali,www.poltekkes-surabaya.ac.id,22,2.250.000 - 8.500.000,
163056,Sekolah Tinggi Ilmu Kesehatan Gunung Maria Tomohon,STIKES Gunung Maria,Sekolah Tinggi,PTS,,,71,Sulawesi Utara,7173,Kota Tomohon,,1.32071,124.8312736,Aktif,Baik,stikesgunungmaria.ac.id,6,3.000.000 - 3.200.000,2021-04-22
103069,Sekolah Tinggi Ilmu Administrasi Setih Setio,STIA Setih Setio,Sekolah Tinggi,PTS,Jalan Setih Setio No 5,37214,15,Jambi,1508,Kab. Bungo,,-1.5008944,102.1053323,Alih Bentuk,B,stiasetihsetiomb.ac.id,3,,2003-09-25
034205,Akademi Manajemen Keuangan BSI Jakarta,AMK BSI Jakarta,Akademi,PTS,Jl. Ciledug Raya No.168,12250,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,,,Alih Bentuk,,www.bsi.ac.id,2,,2008-04-22
213387,STAI Mamba`ul Ulum Surakarta (STAIMUS),STAIMUS,,PTA,JL. SADEWA NO. 14 SERENGAN SURAKARTA,57155,33,Jawa Tengah,3372,Kota Surakarta,,,,Alih Bentuk,,iimsurakarta@yahoo.com,6,,1987-06-06
001050,Universitas Borneo Tarakan,UBT,Universitas,PTN,Jl. Amal Lama No.01 Tarakan,77123,65,Kalimantan Utara,6571,Kota Tarakan,,3.3033408,117.649101,Aktif,Baik Sekali,https://www.ubt.ac.id/,36,500 - 22.500.000,1999-10-09
213307,STIT YPI Payakumbuh,STIT YPI PAYAKUMBUH,,PTA,"Jl. Sudirman No. 64 Kel. Balai Gadang Kec. Payakumbuh Utara, Kota Payakumbuh Sum",26214,13,Sumatera Barat,1376,Kota Payakumbuh,,-0.2195359,100.6374766,Aktif,Baik,https://stitpayakumbuh.ac.id,1,1.250.000 - 1.255.000,
035017,Politeknik Hang Tuah Jakarta,Poltek HTJ,Politeknik,PTS,,,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,-6.2113,106.80904,Aktif,Baik,www.politeknikhangtuahjakarta.ac.id,3,10.600.000 - 23.300.000,2018-12-31
072033,Institut Teknologi dan Bisnis Trenggalek,ITB TRENGGALEK,Institut,PTS,,,35,Jawa Timur,3503,Kab. Trenggalek,,-8.0666125,111.7053949,Aktif,Baik,www.itbtrenggalek.ac.id,3,,2021-07-29
031027,Universitas Respati Indonesia,URINDO,Universitas,PTS,"Jl Bambu Apus I No 3, Cipayung, Jakarta Timur",13890,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.316224,106.901014,Aktif,Baik Sekali,www.urindo.ac.id,22,2.275.000 - 720.000.000,1986-05-02
013004,Sekolah Tinggi Bahasa Asing Swadaya Medan,STBA SWADAYA,Sekolah Tinggi,PTS,Jln. Yose Rizal N0.3A,20214,12,Sumatera Utara,1271,Kota Medan,,,,Tutup,,,4,,1967-03-30
212184,Institut 'Aisyiyah Sulawesi Selatan,INASS,Institut,PTA,"Jalan Mustafa Dg. Bunga Nomor 191, Kelurahan Paccinongang, Kecamatan Somba Opu",92113,73,Sulawesi Selatan,7306,Kab. Gowa,,-5.199684,119.4789316,Aktif,Baik,www.inass.ac.id,5,,2025-03-26
104111,Akademi Kebidanan Amanah Muara Bungo,Akbid Amanah,Akademi,PTS,Jalan H Usman Suid Arah PTP,37215,15,Jambi,1508,Kab. Bungo,,-1.446187,102.133794,Alih Bentuk,,amanah.akbid.ac.id,1,,2007-11-01
041088,Universitas Sutomo,UNSUT,Universitas,PTS,,,36,Banten,3673,Kota Serang,,-6.1215667,106.2061214,Alih Bentuk,,sutomo.ac.id,13,,2021-02-08
233040,Sekolah Tinggi Teologi Injili Bethsaida Medan,STTIB Medan,Sekolah Tinggi,PTA,,,12,Sumatera Utara,1271,Kota Medan,,,,Aktif,Baik,www.sttibethsaida.ac.id,5,6.000.000 - 6.000.000,
073060,Sekolah Tinggi Teknologi Industri Turen,STTI TUREN,Sekolah Tinggi,PTS,"Jl Panglima Sudirman 2, Turen",65175,35,Jawa Timur,3507,Kab. Malang,Kec. Turen,-8.1681293,112.7022991,Alih Bentuk,,http://stti-turen.ac.id/,3,,1986-04-19
034099,Akademi Bahasa Asing Santa Ursula,,Akademi,PTS,Jl Kh Moh Mansyur No 19-25 Jembatan Lima,11260,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,,,Alih Bentuk,,www.santaursula.ac.id,1,,1986-11-21
064122,Akademi Kebidanan Panti Wilasa,AKBID PANTI WILASA S,Akademi,PTS,Jl. Ciliwung IX No.1,50121,33,Jawa Tengah,3374,Kota Semarang,,-6.96911,110.439939,Alih Bentuk,,.www.akbidpantiwilasa.ac.id,1,,1998-04-14
233109,Sekolah Tinggi Teologi Doulos Jakarta,STT DOULOS,Sekolah Tinggi,PTA,"Jl. Tugu No. 3 RT 04 RW 04, Cipayung-JAKARTA TIMUR",13840,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Aktif,,,2,,
092026,Institut Teknologi dan Bisnis Muhammadiyah Kolaka,ITBM Kolaka,Institut,PTS,,,74,Sulawesi Tenggara,7401,Kab. Kolaka,,-4.6341096,122.446692,Aktif,Baik,,3,,2022-02-17
344052,Akademi Keperawatan Pemkab Belu,Akper Pemkab Belu,Akademi,PTKL,Jln. Wehor Kabuna-Haliwen Atambua - NTT,85711,53,Nusa Tenggara Timur,5304,Kab. Belu,Kec. Kota Atambua,,,Alih Bentuk,,akperbelu.com,1,,2012-10-10
175011,Politeknik Bintan Cakrawala,PBC,Politeknik,,,,21,Kepulauan Riau,2101,Kab. Bintan,,1.1502865,104.3268391,Aktif,Baik,www.pbc.ac.id,3,6.555.000 - 15.960.000,2018-12-31
213325,"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan",,,PTA,"-Kampus ""A"" Pondok Pesantren Raudhatul Ulum Sakatiga Indralaya Ogan Ilir Sumsel",30662,16,Sumatera Selatan,1610,Kab. Ogan Ilir,,-3.256519,104.685038,Alih Bentuk,Baik,stitru.ac.id/www.pprusakatiga.sch.id,1,,2014-01-01
143039,Sekolah Tinggi Bio Sains Swadiri,STBS SWADIRI,Sekolah Tinggi,PTS,,,91,Papua,9171,Kota Jayapura,,-2.6082023,140.6473617,Alih Bentuk,Baik,www.stbsswadiri.ac.id,1,,2019-03-26
203038,Sekolah Tinggi Agama Islam Negeri Sultan Abdurrahman Kepulauan Riau,STAIN SAR Kepri,Sekolah Tinggi,PTA,Jln. Lintas Barat Km. 19 Toapaya,29151,21,Kepulauan Riau,2101,Kab. Bintan,,0.9479086,104.4975545,Aktif,Baik Sekali,stainkepri.ac.id,12,,2017-03-13
033063,STMIK Swadharma,STMIK Swadharma,,PTS,Jalan Malaka No 3,11230,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,,,Alih Bentuk,,www.swadharma.ac.id,3,,1992-01-15
053027,Sekolah Tinggi Ilmu Kesehatan Wira Husada Yogyakarta,STKES WIRA HUSADA,Sekolah Tinggi,PTS,Jalan Glendongan Babarsari,55281,34,D.I. Yogyakarta,3404,Kab. Sleman,,-7.775854,110.418095,Aktif,Baik Sekali,www.stikeswirahusada.ac.id,8,2.225.000 - 11.450.000,2002-04-24
233305,Sekolah Tinggi Agama Kristen Pais Talaud,,Sekolah Tinggi,PTA,,,71,Sulawesi Utara,7104,Kab. Kepulauan Talaud,Kec. Melonguane,,,Aktif,,stakpais@gmail.com,1,,2013-09-17
213005,STIT Muhammadiyah Aceh Barat Daya,STIT MU ABDYA,,PTA,Jln. Nasional (Komplek Pendidikan) Padang Meurante Aceh Barat Daya,23764,11,Aceh,1112,Kab. Aceh Barat Daya,,3.744679,96.767526,Aktif,Baik,Www.stit-muabdya.ac.id,2,1.200.000 - 2.400.000,2007-04-20
021045,Universitas Pertiba,UNIPER,Universitas,PTS,,,19,Bangka Belitung,,Kota Pangkalpinang,,-2.1254997,106.1039445,Aktif,Baik Sekali,www.pertiba.ac.id,7,1.500.000 - 16.500.000,2023-05-16
103027,Sekolah Tinggi Ilmu Ekonomi Jambi,STIE JAMBI,Sekolah Tinggi,PTS,Jalan Hos Cokroaminoto No 29 Simpang Kawat,36109,15,Jambi,1571,Kota Jambi,Kec. Jelutung,-1.6027361,103.5675241,Aktif,Baik,stiejambi.ac.id,3,,1994-08-19
212036,Institut Agama Islam (IAI) Pangeran Diponegoro Nganjuk,IAIPD Nganjuk,Institut,PTA,"Jln. Wilis Kelurahan Kramat, Kec. Nganjuk",64419,35,Jawa Timur,3518,Kab. Nganjuk,,,,Alih Bentuk,Baik,,10,,2014-07-07
213476,STID Dirosat Islamiyah Al-Hikmah Mampang Jakarta Selatan,STID DI Al-Hikmah,,PTA,"Jl. Bangka IIIA No.25 Pela Mampang, Jakarta Selatan",12720,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,-6.2470509,106.8175111,Alih Bentuk,Baik,www.alhikmah.ac.id,1,,
073021,Sekolah Tinggi Ilmu Hukum Sunan Giri,,Sekolah Tinggi,PTS,Jl Joyo Raharjo 240-A Merjosari,65144,35,Jawa Timur,3573,Kota Malang,Kec. Lowokwaru,-7.9408683,112.6060277,Aktif,Baik,,1,3.000.000 - 3.000.000,1976-04-27
063106,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Kendal,STIMUDA,Sekolah Tinggi,PTS,Jl. Pemuda 42 - 46 Kendal,51318,33,Jawa Tengah,3324,Kab. Kendal,,-6.923404,110.202063,Alih Bentuk,,www.stikesmuhkendal.ac.id,4,,2018-01-05
093019,Sekolah Tinggi Ilmu Ekonomi YPUP Makassar,STIE YPUP,Sekolah Tinggi,PTS,Jalan Andi Tonro No 17,90322,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1724824,119.4209307,Aktif,Terakreditasi,https://stie.ypup.ac.id,3,2.300.000 - 4.000.000,1984-03-09
212092,Institut Agama Islam Ar-Risalah Inhil Riau,,Institut,PTA,"Jalan Tunas Harapan No. 1 Sungai Guntung, Kecamatan Kateman, Kabupaten Indragiri Hilir, Provinsi Riau",29255,14,Riau,1404,Kab. Indragiri Hilir,Kec. Kateman,0.287567,103.6116355,Aktif,,https://arrisalah.ac.id/,6,2.700.000 - 2.700.000,2019-05-22
054024,Akademi Telekomunikasi Indonesia Sleman,,Akademi,PTS,Jalan Ringroad Utara Nganti Sendangadi Mlati Sleman,55285,34,D.I. Yogyakarta,3404,Kab. Sleman,,,,Tutup,,,3,,1994-11-21
063027,Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,STIE WIMA,Sekolah Tinggi,PTS,Jalan Kutai Raya Sumber Jetis Surakarta,57138,33,Jawa Tengah,3372,Kota Surakarta,,-7.5443159,110.8027518,Aktif,Baik,www.stiewijayamulya.ac.id,4,2.320.000 - 3.950.000,2000-07-26
035012,Politeknik Soca,,Politeknik,PTS,,,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,Kec. Cakung,-6.190444,106.90678,Aktif,,www.soca.ac.id,3,,2013-03-20
114104,Institut Teknologi Kesehatan dan Sains Wiyata Husada Samarinda,ITKES WHS,Institut,PTS,"Jl. Kadrie Oening Gang Monalisa No.77, Air Hitam",,64,Kalimantan Timur,6472,Kota Samarinda,Kec. Samarinda Ulu,-0.4702997,117.1313794,Aktif,Baik Sekali,https://itkeswhs.ac.id/,9,3.500.000 - 3.500.000,2019-10-18
104078,AMIK Depati Parbo Kerinci,AMIK-DP,,PTS,Jalan Pancasila No 29 Sawahan - Sungai Penuh,37100,15,Jambi,1501,Kab. Kerinci,,-2.070207,101.405193,Aktif,Baik,http://amikdp.ac.id,1,2.400.000 - 2.400.000,2003-08-01
041085,Universitas Tangerang Raya,UNTARA,Universitas,PTS,,,36,Banten,3603,Kab. Tangerang,,-6.259861,106.468305,Aktif,Baik,https://untara.ac.id/,16,2.400.000 - 5.100.000,2020-10-06
043327,STISIP Guna Nusantara,,,PTS,,,32,Jawa Barat,3203,Kab. Cianjur,Kec. Cibinong,-7.3333007,107.1319017,Aktif,Baik,www.stisipgunanusantara.ac.id,2,3.000.000 - 3.000.000,2011-07-04
033068,Sekolah Tinggi Manajemen Ipmi,STM IPMI,Sekolah Tinggi,PTS,Jalan Rawajati Timur I No 1 Kalibata Jakarta Selatan,12750,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,106.8553703,-6.2574726,Alih Bentuk,Baik Sekali,www.ipmi.ac.id,4,2.500.000 - 52.950.000,1982-08-18
013175,STIKES Widya Husada Medan,STIKES WIDYA HUSADA,,PTS,Jl. Williem Iskandar No. 116 Medan,20221,12,Sumatera Utara,1271,Kota Medan,,,,Aktif,Baik,www.whmedan.ac.id,2,3.000.000 - 3.000.000,2013-03-27
094083,Akademi Kebidanan Madani Sinjai,,Akademi,PTS,Jalan Andi Mandasini No 2,92612,73,Sulawesi Selatan,7307,Kab. Sinjai,,,,Alih Bentuk,,www.madanisinjai.ac.id,1,,2006-01-05
093074,Sekolah Tinggi Filsafat Theologia Indonesia Timur,STT INTIM MAKASSAR,Sekolah Tinggi,PTS,Jalan Baji Dakka No 7 Makassar,90134,73,Sulawesi Selatan,7371,Kota Makassar,,-5.176045,119.411512,Aktif,Baik,www.sttintimlib.ac.id,5,400.000 - 4.650.000,1948-09-18
071027,Universitas Islam Malang,UNISMA,Universitas,PTS,Jalan Mayjen Haryono No 193,65144,35,Jawa Timur,3573,Kota Malang,Kec. Lowokwaru,-7.937402,112.606906,Aktif,Unggul,https://unisma.ac.id/,44,50.000 - 33.500.000,1981-03-27
094032,AMIK Profesional Makassar,,,PTS,Jalan A Pettarani No 27,90023,73,Sulawesi Selatan,7371,Kota Makassar,,,,Tutup,,,3,,1998-11-11
031082,Universitas Kalbis,,Universitas,PTS,,,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.1791327,106.8768568,Aktif,Baik Sekali,www.kalbis.ac.id,10,1.860.000 - 77.000.000,2024-01-09
213398,"Sekolah Tinggi Ilmu Qur`an (STIQ) Amuntai, Kalimantan Selatan",STIQ Amuntai,Sekolah Tinggi,PTA,Jl.Rakha Pakapuran kecamatan Amuntai Utara Kabupaten Hulu Sungai Utara (Komplek,71471,63,Kalimantan Selatan,,Tidak Diisi,,-2.5414452,114.7782336,Aktif,Baik,www.stiq-amuntai.ac.id,3,,2002-06-21
122003,Institut Teknologi Gamalama,INTEG,Institut,PTS,,,82,Maluku Utara,8271,Kota Ternate,,0.8179353,127.3845952,Aktif,Baik,https://www.integ.ac.id,5,,2024-09-27
073031,Sekolah Tinggi Ilmu Ekonomi Kosgoro,STIE KOSGORO,Sekolah Tinggi,PTS,Jl Dr Soebandi No 49,68111,35,Jawa Timur,3509,Kab. Jember,Kec. Patrang,,,Tutup,,,1,,1983-05-20
213764,Sekolah Tinggi Ekonomi Islam Napala,,Sekolah Tinggi,PTA,,,32,Jawa Barat,3201,Kab. Bogor,Kec. Caringin,,,Aktif,,,1,,2022-09-15
133024,STISIP Al Washliyah Banda Aceh,STISIP Al Washliyah,,PTS,Jalan Panti Al Washliyah No 1,23111,11,Aceh,1171,Kota Banda Aceh,,5.5806662,95.3584027,Alih Bentuk,,stisip.washliyahbna.ac.id,2,,2001-11-13
203030,STAIN Kediri,STAIN Kediri,,PTA,Jl Sunan Ampel no 7 Ngronggo,64127,35,Jawa Timur,3571,Kota Kediri,,-7.846942,112.024904,Alih Bentuk,,www.stainkediri.ac.id,21,,
033156,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,STIKes MI,Sekolah Tinggi,PTS,Jl Cut Mutia No 88-A,17000,32,Jawa Barat,3275,Kota Bekasi,Kec. Rawalumbu,-6.2618143,107.001334,Aktif,Unggul,stikesmedistra-indonesia.ac.id,6,7.000.000 - 21.500.000,2001-12-05
071107,Universitas dr. Soebandi,UDS,Universitas,PTS,,,35,Jawa Timur,3509,Kab. Jember,,-8.150972,113.712083,Aktif,Baik Sekali,uds.ac.id,9,200.000 - 18.500.000,2021-06-28
092017,Institut Teknologi Kesehatan dan Sains Muhammadiyah Sidrap,ITKES MS,Institut,PTS,,,73,Sulawesi Selatan,7314,Kab. Sidenreng Rappang,,-3.9312725,119.7992456,Aktif,Baik Sekali,itkesmusidrap.ac.id,11,70.000 - 12.000.000,2021-02-08
024121,Akademi Kebidanan Dehasen Bengkulu,AKBID DEHASEN BENGKU,Akademi,PTS,Jl. Merapi Raya No. 43 Kel. Kebun Tebeng Kec. Ratu Agung Kota Bengkulu,38227,17,Bengkulu,1771,Kota Bengkulu,,,,Alih Bentuk,,www.akbiddehasen.web.id,1,,2008-08-04
202004,IAIN Sultan Thaha Saifuddin Jambi,,,PTA,"Kota Jambi, Jambi",,15,Jambi,1571,Kota Jambi,,,,Alih Bentuk,,http://iainjambi.ac.id,32,,1960-12-05
113022,Sekolah Tinggi Ilmu Ekonomi Pancasetia,STIEPAN,Sekolah Tinggi,PTS,"Jalan Ahmad Yani Km 5,5 Komplek Waringin",70248,63,Kalimantan Selatan,6371,Kota Banjarmasin,,-3.4604866,114.7843479,Aktif,Baik Sekali,www.stiepancasetia.ac.id,3,2.657.143 - 8.800.000,1992-06-05
172019,Institut Teknologi dan Bisnis Indragiri,ITB INDRAGIRI,Institut,,,,14,Riau,1402,Kab. Indragiri Hulu,,-0.3799432,102.5508261,Aktif,Baik,https://itbind.ac.id/,8,1.000.000 - 9.900.000,2022-08-16
063011,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,CendekiaKU,Sekolah Tinggi,PTS,Jalan Tembalang Raya 15,50275,33,Jawa Tengah,3374,Kota Semarang,,-7.0065201,110.4255349,Aktif,B,www.stiecendekiaku.ac.id,2,2.400.000 - 3.500.000,1996-04-15
213228,STAI Muhammadiyah Tulungagung,STAI Muhammadiyah Tu,,PTA,Jl. Pahlawan Gg.III/No.27 Ds.Ketanon Kec.Kedungwaru,66226,35,Jawa Timur,3504,Kab. Tulungagung,,-8.0405016,111.92397,Aktif,Baik,http://staimta.ac.id/,3,,
074139,Akademi Kebidanan Yaspen Tugu Ibu,,Akademi,PTS,,,35,Jawa Timur,3505,Kab. Blitar,,,,Aktif,,,1,,2024-03-25
174120,Akademi Kebidanan Satu Enam Lima,,Akademi,,Pekanbaru,,14,Riau,1471,Kota Pekanbaru,,,,Tutup,,,1,,2008-07-14
213428,"STIT Al-Azhar Diniyyah (STITAD) Muaro Bungo, Jambi",STITAD,,PTA,Jl.Kol. Amir Hamzah No.36 Sungai Kambang Telanaipura Kota Jambi,36122,15,Jambi,1571,Kota Jambi,,-1.4579513,102.6633178,Aktif,Baik,www.stitjmb.id,1,900.000 - 900.000,2006-03-23
394004,Akademi Perikanan Sorong,APSOR,Akademi,PTKL,JL. KAPITAN PATTIMURA TANJUNG KASUARI SUPRAU KOTAK POS 118 KOTA SORONG PAPUA BA,98401,92,Papua Barat,,Kota Sorong,,,,Alih Bentuk,,www.apsorong.bpsdmkp.kkp.go.id,3,,2009-07-10
213765,Sekolah Tinggi Ilmu Tarbiyah Sibawaihi Mutawalli,STIT WALI,Sekolah Tinggi,PTA,,,52,Nusa Tenggara Barat,5203,Kab. Lombok Timur,Kec. Jerowaru,-8.787029,116.4824152,Aktif,Baik,stitsibawaihimutawalli.ac.id,1,,2022-09-15
011050,Universitas HKBP Nommensen Pematangsiantar,UHKBPNP,Universitas,PTS,Jl. Sangnaualuh no 4. Pematangsiantar Kel. Siopat Suhu,21132,12,Sumatera Utara,,Kota Pematang Siantar,Kec. Siantar Timur,2.9602847,99.0768532,Aktif,Baik Sekali,www.uhnp.ac.id,19,1.500.000 - 6.300.000,2017-12-06
043356,STIKES Muhammadiyah Cirebon,,,PTS,Jalan Kali Tanjung Timur 1418,,32,Jawa Barat,3274,Kota Cirebon,Kec. Harjamukti,,,Alih Bentuk,Baik,stikesmuhcrb.ac.id,4,1.550.000 - 15.050.000,2017-10-09
065002,Politeknik Pratama Mulia,Politama,Politeknik,PTS,Jalan Haryo Panular No 18 A,57149,33,Jawa Tengah,3372,Kota Surakarta,,,,Aktif,Baik,www.politama.ac.id,12,250.000 - 9.950.000,1992-06-01
061010,Universitas Tunas Pembangunan Surakarta (UTP),UTP Surakarta,Universitas,PTS,Jalan Balekambang Lor No 1 Manahan Banjarsari,57139,33,Jawa Tengah,3372,Kota Surakarta,,-7.5520633,110.8124946,Aktif,Baik Sekali,http://www.utp.ac.id/,17,423.500 - 8.059.500,1980-07-17
014119,Akademi Keperawatan Indah,,Akademi,PTS,Jalan Jaya II No 24,20218,12,Sumatera Utara,1271,Kota Medan,Kec. Medan Amplas,,,Alih Bentuk,,,1,,2003-06-10
031016,Universitas Trisakti,,Universitas,PTS,Jalan Kyai Tapa No 1 Grogol,11440,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,-6.168208,106.789192,Aktif,Unggul,www.trisakti.ac.id,55,-2.750.000 - 165.700.000,1965-10-19
163034,STMIK Samudra Bitung,,,PTS,Jalan Babe Palar No 141,95009,71,Sulawesi Utara,7172,Kota Bitung,,,,Alih Kelola,,www.parnaraya.ac.id,2,,2002-07-04
093043,Sekolah Tinggi Ilmu Ekonomi Bajiminasa Makassar,STIE Bajiminasa Maka,Sekolah Tinggi,PTS,Jalan Bajiminasa No. 22,90126,73,Sulawesi Selatan,7371,Kota Makassar,,,,Alih Kelola,,stie-bajiminasa.ac.id,1,,1990-09-17
233350,Sekolah Tinggi Teologi Sola Gratia Indonesia,STT SGI,Sekolah Tinggi,PTA,,,35,Jawa Timur,3578,Kota Surabaya,,-7.271528,112.7321,Aktif,Baik,https://sttsgi.ac.id,2,100.000 - 4.900.000,2014-11-24
233032,Sekolah Tinggi Alkitab Nusantara,STAN,Sekolah Tinggi,PTA,Jl. Bandulan Barat 332,,35,Jawa Timur,3573,Kota Malang,,-7.980047,11.599685,Aktif,Baik,https://nbs.ac.id,3,5.400.000 - 5.400.000,
212040,Institut Agama Islam (IAI) Nurul Hakim Kediri Lombok Barat NTB,Institut Nurul Hakim,Institut,PTA,,,52,Nusa Tenggara Barat,5201,Kab. Lombok Barat,,,,Aktif,Baik,www.iainh.ac.id,7,650.000 - 650.000,2014-11-05
043072,Sekolah Tinggi Ilmu Bahasa Banten Raya,STIB BR,Sekolah Tinggi,PTS,Jl. Raya Labuan Km.05 Cikoneng Pandeglang Banten,42253,36,Banten,3601,Kab. Pandeglang,,,,Alih Bentuk,,www.stibbantenraya.ac.id,3,,1994-05-18
013198,Sekolah Tinggi Ilmu Kesehatan As Syifa,,Sekolah Tinggi,PTS,Jl. Durian Lk. IV Kel. Kisaran Naga,,12,Sumatera Utara,1209,Kab. Asahan,Kec. Kisaran Timur,3.0133151,99.6345478,Aktif,Baik Sekali,stikes-assyifa.ac.id,4,3.150.000 - 7.450.000,2018-08-29
212094,Institut Studi Islam Muhammadiyah Pacitan,ISIMU PACITAN,Institut,PTA,"Jl. Gajah Mada Nomor 20, Kelurahan Baleharjo, Kecamatan Pacitan, Kabupaten Pacitan, Provinsi Jawa Timur",63511,35,Jawa Timur,3501,Kab. Pacitan,,-8.1981502,111.1075258,Aktif,Baik,isimupacitan.ac.id,6,2.400.000 - 2.400.000,2020-03-24
083067,STIKES Hamzar Memben Lombok Timur,STIKES HAMZAR,,PTS,Jl Raya Memben Daya,83653,52,Nusa Tenggara Barat,5203,Kab. Lombok Timur,,-8.5755264,116.5574736,Aktif,Baik Sekali,stikeshamzar.ac.id,5,,2009-04-07
031054,Universitas Tanri Abeng,TAU,Universitas,PTS,Jl. Swadarma Raya No. 58 Ulujami-Pesanggarahan Jakarta Selatan Indonesia,12250,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,1.6928871,105.6156359,Aktif,Baik Sekali,www.tau.ac.id,11,6.000.000 - 6.000.000,2012-10-02
